id;ref;subject;description;sprint_id;sprint;sprint_estimated_start;sprint_estimated_finish;owner;owner_full_name;assigned_to;assigned_to_full_name;assigned_users;assigned_users_full_name;status;is_closed;swimlane;back-points;design-points;front-points;ux-points;total-points;backlog_order;sprint_order;kanban_order;created_date;modified_date;finish_date;client_requirement;team_requirement;attachments;generated_from_issue;generated_from_task;from_task_ref;external_reference;tasks;tags;watchers;voters;due_date;due_date_reason;Prioridad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;id,ref,subject,description,sprint_id,sprint,sprint_estimated_start,sprint_estimated_finish,owner,owner_full_name,assigned_to,assigned_to_full_name,assigned_users,assigned_users_full_name,status,is_closed,swimlane,back-points,design-points,front-points,ux-points,total-points,backlog_order,sprint_order,kanban_order,created_date,modified_date,finish_date,client_requirement,team_requirement,attachments,generated_from_issue,generated_from_task,from_task_ref,external_reference,tasks,tags,watchers,voters,due_date,due_date_reason,Prioridad
4261841;1406;Formación arbitrios;;;;;;aicucu;Alexandru;aicucu;Alexandru;aicucu,Jlavina;Alexandru,Jlavina;In progress;True;FacturacionVarios;;;;;;1,66793E+15;1,66793E+15;1;2022-11-08 16:35:24.114435+00:00;2022-11-08 16:36:16.998523+00:00;2022-11-08 16:38:24.686778+00:00;False;False;0;;;;;1407,1408,1417,1424,1425,1430;;[];0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
